number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary, antecesor, predecesor
487,Giratina Altered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE, NONE, NONE
487,Giratina Origin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE, NONE, NONE
488,Cresselia,Psychic,NONE,600,120,70,120,75,130,85,4,TRUE, NONE, NONE
489,Phione,Water,NONE,480,80,80,80,80,80,80,4,TRUE, NONE, NONE
490,Manaphy,Water,NONE,600,100,100,100,100,100,100,4,TRUE, NONE, NONE
491,Darkrai,Dark,NONE,600,70,90,90,135,90,125,4,TRUE, NONE, NONE
492,Shaymin Land Forme,Grass,NONE,600,100,100,100,100,100,100,4,TRUE, NONE, NONE
492,Shaymin Sky Forme,Grass,Flying,600,100,103,75,120,75,127,4,TRUE, NONE, NONE
493,Arceus,Normal,NONE,720,120,120,120,120,120,120,4,TRUE, NONE, NONE
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE, NONE, NONE
495,Snivy,Grass,NONE,308,45,45,55,45,55,63,5,FALSE, NONE, Servine
496,Servine,Grass,NONE,413,60,60,75,60,75,83,5,FALSE, Snivy, Serperior
497,Serperior,Grass,NONE,528,75,75,95,75,95,113,5,FALSE, Servine, NONE
498,Tepig,Fire,NONE,308,65,63,45,45,45,45,5,FALSE, NONE, Pignite
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE, Tepig, Emboar
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE, Pignite, NONE
501,Oshawott,Water,NONE,308,55,55,45,63,45,45,5,FALSE, NONE, Dewott
502,Dewott,Water,NONE,413,75,75,60,83,60,60,5,FALSE, Oshawott
503,Samurott,Water,NONE,528,95,100,85,108,70,70,5,FALSE, Dewott, Samurott
504,Patrat,Normal,NONE,255,45,55,39,35,39,42,5,FALSE, NONE, Watchog
505,Watchog,Normal,NONE,420,60,85,69,60,69,77,5,FALSE, Patrat, NONE
506,Lillipup,Normal,NONE,275,45,60,45,25,45,55,5,FALSE, NONE, Herdier
507,Herdier,Normal,NONE,370,65,80,65,35,65,60,5,FALSE, Lillipup, Stoutlnad
508,Stoutland,Normal,NONE,500,85,110,90,45,90,80,5,FALSE, Herdier, NONE
509,Purrloin,Dark,NONE,281,41,50,37,50,37,66,5,FALSE, NONE, Liepard
510,Liepard,Dark,NONE,446,64,88,50,88,50,106,5,FALSE, Purrloin, NONE
511,Pansage,Grass,NONE,316,50,53,48,53,48,64,5,FALSE, NONE, Simisage
512,Simisage,Grass,NONE,498,75,98,63,98,63,101,5,FALSE, Pansage, NONE
513,Pansear,Fire,NONE,316,50,53,48,53,48,64,5,FALSE, NONE, Simisear
514,Simisear,Fire,NONE,498,75,98,63,98,63,101,5,FALSE, Pansear, NONE
515,Panpour,Water,NONE,316,50,53,48,53,48,64,5,FALSE, NONE,Simipour
516,Simipour,Water,NONE,498,75,98,63,98,63,101,5,FALSE, Panpour, NONE
517,Munna,Psychic,NONE,292,76,25,45,67,55,24,5,FALSE, NONE, Musharna
518,Musharna,Psychic,NONE,487,116,55,85,107,95,29,5,FALSE, Munna, NONE
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,FALSE, NONE, Tranquill
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,FALSE, Pidove, Unfezant
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,FALSE, Tranquill, NONE
522,Blitzle,Electric,NONE,295,45,60,32,50,32,76,5,FALSE, NONE, Zebstrika
523,Zebstrika,Electric,NONE,497,75,100,63,80,63,116,5,FALSE, Blitzle, NONE
524,Roggenrola,Rock,NONE,280,55,75,85,25,25,15,5,FALSE, NONE, Boldore
525,Boldore,Rock,NONE,390,70,105,105,50,40,20,5,FALSE, Roggenrola, Gigalith
526,Gigalith,Rock,NONE,515,85,135,130,60,80,25,5,FALSE, Boldore, NONE
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE, NONE, Swoobat
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE, Woobat, NONE
529,Drilbur,Ground,NONE,328,60,85,40,30,45,68,5,FALSE, NONE, Excadrill
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,FALSE, Drilbur, NONE
531,Audino,Normal,NONE,445,103,60,86,60,86,50,5,FALSE, NONE, NONE
531,Mega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,FALSE, NONE, NONE
532,Timburr,Fighting,NONE,305,75,80,55,25,35,35,5,FALSE, NONE, Gurdurr
533,Gurdurr,Fighting,NONE,405,85,105,85,40,50,40,5,FALSE, Timburr, Conkeldurr
534,Conkeldurr,Fighting,NONE,505,105,140,95,55,65,45,5,FALSE, Gurdurr, NONE
535,Tympole,Water,NONE,294,50,50,40,50,40,64,5,FALSE, NONE, Palpitoad
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,FALSE, Tympole, Seismitoad
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,FALSE, Palpitoad, NONE
538,Throh,Fighting,NONE,465,120,100,85,30,85,45,5,FALSE, NONE, NONE
539,Sawk,Fighting,NONE,465,75,125,75,30,75,85,5,FALSE, NONE, NONE
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,FALSE, NONE, Swadloon
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,FALSE, Seawaddle, Leavanny
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,FALSE, Swadloon, NONE
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,FALSE, NONE, Whirlipede
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,FALSE, Venipede, Scolipede
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,FALSE, Whirlipede, NONE
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE, NONE, Whimsicott
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE, Cottonee, NONE
548,Petilil,Grass,NONE,280,45,35,50,70,50,30,5,FALSE, NONE, Lilligant
549,Lilligant,Grass,NONE,480,70,60,75,110,75,90,5,FALSE, Petilil, NONE
550,Basculin,Water,NONE,460,70,92,65,80,55,98,5,FALSE, NONE, NONE
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,FALSE, NONE, Krokorok
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,FALSE, Sandile, Krookodile
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,FALSE, Krokorok, NONE
554,Darumaka,Fire,NONE,315,70,90,45,15,45,50,5,FALSE, NONE, Darmanitan Standard Mode
554,Galarian Darumaka,Ice,NONE,315,70,90,45,15,45,50,8,FALSE, NONE, Galarian Darmanitan Standard Mode
555,Darmanitan Standard Mode,Fire,NONE,480,105,140,55,30,55,95,5,FALSE, Darumaka, NONE
555,Galarian Darmanitan Standard Mode,Ice,NONE,480,105,140,55,30,55,95,8,FALSE, Galarian Darumaka, NONE
555,Darmanitan Zen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,FALSE, Darumaka, NONE
555,Galarian Darmanitan Zen Mode,Ice,Fire,540,105,160,55,30,55,135,8,FALSE, Galarian Darumaka, NONE
556,Maractus,Grass,NONE,461,75,86,67,106,67,60,5,FALSE, NONE, NONE
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,FALSE, NONE, Crustle
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,FALSE, Dwebble, NONE
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE, NONE, Scrafty
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE, Scraggy, NONE
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE, NONE, NONE
562,Yamask,Ghost,NONE,303,38,30,85,55,65,30,5,FALSE, NONE, Cofragius
562,Galarian Yamask,Ground,Ghost,303,38,55,85,30,65,30,8,FALSE, NONE, Runerigus
563,Cofagrigus,Ghost,NONE,483,58,50,145,95,105,30,5,FALSE, Yamask, NONE
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,FALSE, NONE, Carracosta
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,FALSE, Tirtouga, NONE
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,FALSE, NONE, Archeops
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,FALSE, Archen, NONE
568,Trubbish,Poison,NONE,329,50,50,62,40,62,65,5,FALSE, NONE, Garbodor
569,Garbodor,Poison,NONE,474,80,95,82,60,82,75,5,FALSE, Trubbish, NONE
569,Gigantamax Garbodor,Poison,NONE,474,80,95,82,60,82,75,5,FALSE, NONE, NONE
570,Zorua,Dark,NONE,330,40,65,40,80,40,65,5,FALSE, NONE, Zoroark
571,Zoroark,Dark,NONE,510,60,105,60,120,60,105,5,FALSE, Zorua, NONE
572,Minccino,Normal,NONE,300,55,50,40,40,40,75,5,FALSE, NONE, Cinccino
573,Cinccino,Normal,NONE,470,75,95,60,65,60,115,5,FALSE, Minccino, NONE
574,Gothita,Psychic,NONE,290,45,30,50,55,65,45,5,FALSE, NONE, Gothorita
575,Gothorita,Psychic,NONE,390,60,45,70,75,85,55,5,FALSE, Gothita, Gothitelle
576,Gothitelle,Psychic,NONE,490,70,55,95,95,110,65,5,FALSE, Gothorita, NONE
577,Solosis,Psychic,NONE,290,45,30,40,105,50,20,5,FALSE, NONE, Duosion
578,Duosion,Psychic,NONE,370,65,40,50,125,60,30,5,FALSE, Solosis, Reuniclus
579,Reuniclus,Psychic,NONE,490,110,65,75,125,85,30,5,FALSE, Duosion, NONE
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,FALSE, NONE, Swanna
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,FALSE, Ducklett, NONE
582,Vanillite,Ice,NONE,305,36,50,50,65,60,44,5,FALSE, NONE, Vanillish
583,Vanillish,Ice,NONE,395,51,65,65,80,75,59,5,FALSE, Vanillite, Vanilluxe
584,Vanilluxe,Ice,NONE,535,71,95,85,110,95,79,5,FALSE, Vanillish, NONE
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE, NONE, Sawbuck
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE, Deerling, NONE
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE, NONE, NONE
588,Karrablast,Bug,NONE,315,50,75,45,40,45,60,5,FALSE, NONE, Escavalier
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,FALSE, Karrablast, NONE
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,FALSE, NONE, Amoonguss
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,FALSE, Foongus, NONE
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,FALSE, NONE, Jellicent
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,FALSE, Frillish, NONE
594,Alomomola,Water,NONE,470,165,75,80,40,45,65,5,FALSE, NONE, NONE
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,FALSE, NONE, Galvantula
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,FALSE, Joltik, NONE
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,FALSE, NONE, Ferrothorn
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,FALSE, Ferroseed, NONE
599,Klink,Steel,NONE,300,40,55,70,45,60,30,5,FALSE, NONE, Klang
600,Klang,Steel,NONE,440,60,80,95,70,85,50,5,FALSE, Klink, Klinklang
601,Klinklang,Steel,NONE,520,60,100,115,70,85,90,5,FALSE, Klang, NONE
602,Tynamo,Electric,NONE,275,35,55,40,45,40,60,5,FALSE, NONE, Eelektrik
603,Eelektrik,Electric,NONE,405,65,85,70,75,70,40,5,FALSE, Tynamo, Eelektross
604,Eelektross,Electric,NONE,515,85,115,80,105,80,50,5,FALSE, Eelektrik, NONE
605,Elgyem,Psychic,NONE,335,55,55,55,85,55,30,5,FALSE, NONE, Beheeyem
606,Beheeyem,Psychic,NONE,485,75,75,75,125,95,40,5,FALSE, Elgyem, NONE
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE, NONE, Lampent
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE, Litwick, Chandelure
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE, Lampent, NONE
610,Axew,Dragon,NONE,320,46,87,60,30,40,57,5,FALSE, NONE, Fraxure
611,Fraxure,Dragon,NONE,410,66,117,70,40,50,67,5,FALSE, Axew, Haxorus
612,Haxorus,Dragon,NONE,540,76,147,90,60,70,97,5,FALSE, Haxorus, NONE
613,Cubchoo,Ice,NONE,305,55,70,40,60,40,40,5,FALSE, NONE, Beartic
614,Beartic,Ice,NONE,485,95,110,80,70,80,50,5,FALSE, Cubchoo, NONE
615,Cryogonal,Ice,NONE,485,70,50,30,95,135,105,5,FALSE, NONE, NONE
616,Shelmet,Bug,NONE,305,50,40,85,40,65,25,5,FALSE, NONE, Accelgor
617,Accelgor,Bug,NONE,495,80,70,40,100,60,145,5,FALSE, Shelmet, NONE
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,FALSE, NONE, NONE
618,Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,8,FALSE, NONE, NONE
619,Mienfoo,Fighting,NONE,350,45,85,50,55,50,65,5,FALSE, NONE, Mienshao
620,Mienshao,Fighting,NONE,510,65,125,60,95,60,105,5,FALSE, Mienfoo, NONE
621,Druddigon,Dragon,NONE,485,77,120,90,60,90,48,5,FALSE, NONE, NONE
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE, NONE, Golurk
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE, Golett, NONE
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,FALSE, NONE, Bisharp
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,FALSE, Pawniard, NONE
626,Bouffalant,Normal,NONE,490,95,110,95,40,95,55,5,FALSE, NONE, NONE
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,FALSE, NONE, Braviary
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,FALSE, Rufflet, NONE
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,FALSE, NONE, Mandibuzz
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,FALSE, Vullaby, NONE
631,Heatmor,Fire,NONE,484,85,97,66,105,66,65,5,FALSE, NONE, NONE
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,FALSE, NONE, NONE
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE, NONE, Zweilous
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE, Deino, Hydreigon
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE, Zweilous, NONE
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,FALSE, NONE, Volcarona
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,FALSE, Larvesta, NONE
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE, NONE, NONE
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE, NONE, NONE
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE, NONE, NONE
641,Tornadus Incarnate Forme,Flying,NONE,580,79,115,70,125,80,111,5,TRUE, NONE, NONE
641,Tornadus Therian Forme,Flying,NONE,580,79,100,80,110,90,121,5,TRUE, NONE, NONE
642,Thundurus Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,TRUE, NONE, NONE
642,Thundurus Therian Forme,Electric,Flying,580,79,105,70,145,80,101,5,TRUE, NONE, NONE
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE, NONE, NONE
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE, NONE, NONE
645,Landorus Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,TRUE, NONE, NONE
645,Landorus Therian Forme,Ground,Flying,600,89,145,90,105,80,91,5,TRUE, NONE, NONE
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE, NONE, NONE
646,Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,TRUE, NONE, NONE
646,White Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,TRUE, NONE, NONE
647,Keldeo Ordinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,TRUE, NONE, NONE
647,Keldeo Resolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,TRUE, NONE, NONE
648,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,TRUE, NONE, NONE
648,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,TRUE, NONE, NONE
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,TRUE, NONE, NONE
650,Chespin,Grass,NONE,313,56,61,65,48,45,38,6,FALSE, NONE, Quilladin
651,Quilladin,Grass,NONE,405,61,78,95,56,58,57,6,FALSE, Chespin, Chesnaught
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE, Quilladin, NONE
653,Fennekin,Fire,NONE,307,40,45,40,62,60,60,6,FALSE, NONE, Braixen
654,Braixen,Fire,NONE,409,59,59,58,90,70,73,6,FALSE, Fennekin, Delphox
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE, Braixen, NONE
656,Froakie,Water,NONE,314,41,56,40,62,44,71,6,FALSE, NONE, Frogadier
657,Frogadier,Water,NONE,405,54,63,52,83,56,97,6,FALSE, Froakie, Greninja
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE, Frogadier, NONE
658,Ash-Greninja,Water,Dark,640,72,145,67,153,71,132,6,FALSE, Frogadier, NONE
659,Bunnelby,Normal,NONE,237,38,36,38,32,36,57,6,FALSE, NONE, Diggersby
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE, Bunnelby, NONE
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE, NONE, Fletchinder
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE, Fletchling, Talonflame
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE, Fletchinder, NONE
664,Scatterbug,Bug,NONE,200,38,35,40,27,25,35,6,FALSE, NONE, Spewpa
665,Spewpa,Bug,NONE,213,45,22,60,27,30,29,6,FALSE, Scatterbug, Vivillon
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE, Spewpa, NONE
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE, NONE, Pyroar
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE, Litleo, NONE
669,Flabébé,Fairy,NONE,303,44,38,39,61,79,42,6,FALSE, NONE, Floette
670,Floette,Fairy,NONE,371,54,45,47,75,98,52,6,FALSE, Flabébé, Florges
671,Florges,Fairy,NONE,552,78,65,68,112,154,75,6,FALSE, Floette, NONE
672,Skiddo,Grass,NONE,350,66,65,48,62,57,52,6,FALSE, NONE, Gogoat
673,Gogoat,Grass,NONE,531,123,100,62,97,81,68,6,FALSE, Skiddo, NONE
674,Pancham,Fighting,NONE,348,67,82,62,46,48,43,6,FALSE, NONE, Pangoro
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE, Pancham, NONE
676,Furfrou,Normal,NONE,472,75,80,60,65,90,102,6,FALSE, NONE, NONE
677,Espurr,Psychic,NONE,355,62,48,54,63,60,68,6,FALSE, NONE, Meowstic Female
678,Meowstic Male,Psychic,NONE,466,74,48,76,83,81,104,6,FALSE, Espurr, NONE
678,Meowstic Female,Psychic,NONE,466,74,48,76,83,81,104,6,FALSE, Espurr, NONE
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE, NONE, Doublade
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE, Honedge, Aegislash Blade Forme
681,Aegislash Blade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE, Doublade, NONE
681,Aegislash Shield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE, Doublade, NONE
682,Spritzee,Fairy,NONE,341,78,52,60,63,65,23,6,FALSE, NONE, Aromatisse
683,Aromatisse,Fairy,NONE,462,101,72,72,99,89,29,6,FALSE, Spritzee, NONE
684,Swirlix,Fairy,NONE,341,62,48,66,59,57,49,6,FALSE, NONE, Slurpuff
685,Slurpuff,Fairy,NONE,480,82,80,86,85,75,72,6,FALSE, Swirlix, NONE
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE, NONE, Malamar
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE, Inkay, NONE
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE, NONE, Barbaracle
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE, Binacle, NONE
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE, NONE, Dragalge
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE, Skrelp, NONE
692,Clauncher,Water,NONE,330,50,53,62,58,63,44,6,FALSE, NONE, Clawitzer
693,Clawitzer,Water,NONE,500,71,73,88,120,89,59,6,FALSE, Clauncher, NONE
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE, NONE, Heliolisk
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE, Helioptile, NONE
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE, NONE, Tyrantrum
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE, Tyrunt, NONE
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE, NONE, Aurorus
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE, Amaura, NONE
700,Sylveon,Fairy,NONE,525,95,65,65,110,130,60,6,FALSE, Eevee, NONE
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE, NONE, NONE
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE, NONE, NONE
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE, NONE, NONE
704,Goomy,Dragon,NONE,300,45,50,35,55,75,40,6,FALSE, NONE, Sliggoo
705,Sliggoo,Dragon,NONE,452,68,75,53,83,113,60,6,FALSE, Goomy, Goodra
706,Goodra,Dragon,NONE,600,90,100,70,110,150,80,6,FALSE, Sliggoo, NONE
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE, NONE, NONE
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE, NONE, Trevenant
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE, Phantump, NONE
710,Pumpkaboo Average Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE, NONE, Gourgeist Average Size
710,Pumpkaboo Small Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE, NONE, Gourgeist Small Size
710,Pumpkaboo Large Size,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE, NONE, Gourgeist Large Size
710,Pumpkaboo Super Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE, NONE, Gourgeist Super Size
711,Gourgeist Average Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE, Pumkaboo Average Size, NONE
711,Gourgeist Small Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE, Pumkaboo Small Size, NONE
711,Gourgeist Large Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE, Pumkaboo Large Size, NONE
711,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE, Pumkaboo Super Size, NONE
712,Bergmite,Ice,NONE,304,55,69,85,32,35,28,6,FALSE, NONE, Avalugg
713,Avalugg,Ice,NONE,514,95,117,184,44,46,28,6,FALSE, Bergmite, NONE
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE, NONE, Noivern
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE, Noibat, NONE
716,Xerneas,Fairy,NONE,680,126,131,95,131,98,99,6,TRUE, NONE, NONE
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE, NONE, NONE
718,Zygarde 10% Forme,Dragon,Ground,486,54,100,71,61,85,115,6,TRUE, NONE, NONE
718,Zygarde 50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE, NONE, NONE
718,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85,6,TRUE, NONE, NONE
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE, NONE, NONE
719,Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE, NONE, NONE
720,Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE, NONE, NONE
720,Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE, NONE, NONE
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE, NONE, NONE
722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,FALSE, NONE, Dartrix
723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,FALSE, Rowlet, Decidueye
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,FALSE, Dartrix, NONE
725,Litten,Fire,NONE,320,45,65,40,60,40,70,7,FALSE, NONE, Torracat
726,Torracat,Fire,NONE,420,65,85,50,80,50,90,7,FALSE, Litten, Incineroar
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,7,FALSE, Torracat, NONE
728,Popplio,Water,NONE,320,50,54,54,66,56,40,7,FALSE, NONE, Brionne
729,Brionne,Water,NONE,420,60,69,69,91,81,50,7,FALSE, Popplio, Primarina
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,7,FALSE, Brionne, NONE
731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,FALSE, NONE, Trumbeak
732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,FALSE, Pikipek, Toucannon
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,FALSE, Trumbeak, NONE
734,Yungoos,Normal,NONE,253,48,70,30,30,30,45,7,FALSE, NONE, Gumshoos
735,Gumshoos,Normal,NONE,418,88,110,60,55,60,45,7,FALSE, Yungoos, NONE
736,Grubbin,Bug,NONE,300,47,62,45,55,45,46,7,FALSE, NONE, Charjabug
737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,FALSE, Grubin, Vikabolt
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,FALSE, Charjabug, NONE
739,Crabrawler,Fighting,NONE,338,47,82,57,42,47,63,7,FALSE, NONE, Crabominable
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,FALSE, Crabrawler, NONE
741,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93,7,FALSE, NONE, NONE
741,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,7,FALSE, NONE, NONE
741,Oricorio P'au Style,Psychic,Flying,476,75,70,70,98,70,93,7,FALSE, NONE, NONE
741,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93,7,FALSE, NONE, NONE
742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,FALSE, NONE, Rimbombee
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,7,FALSE, Cutiefly, NONE
744,Rockruff,Rock,NONE,280,45,65,40,30,40,60,7,FALSE, NONE, Lycanroc Dusk Forme
